,season,lg,player,player_id,age,team,pos,g,gs,mp,fg_per_100_poss,fga_per_100_poss,fg_percent,x3p_per_100_poss,x3pa_per_100_poss,x3p_percent,x2p_per_100_poss,x2pa_per_100_poss,x2p_percent,e_fg_percent,ft_per_100_poss,fta_per_100_poss,ft_percent,orb_per_100_poss,drb_per_100_poss,trb_per_100_poss,ast_per_100_poss,stl_per_100_poss,blk_per_100_poss,tov_per_100_poss,pf_per_100_poss,pts_per_100_poss,o_rtg,d_rtg
8866,2009,NBA,Steve Novak,novakst01,25,LAC,PF,71,3.0,1161,7.9,17.8,0.444,5.3,12.8,0.416,2.6,4.9,0.518,0.595,0.9,1.0,0.913,0.9,4.8,5.6,1.8,0.9,0.2,1.0,3.2,22.1,119.0,115.0
8867,2010,NBA,Steve Novak,novakst01,26,LAC,SF,54,0.0,362,6.0,15.5,0.389,3.2,10.2,0.31,2.9,5.3,0.541,0.491,1.0,1.3,0.778,0.1,4.6,4.7,0.9,1.0,0.3,0.3,3.0,16.2,107.0,113.0
8868,2011,NBA,Steve Novak,novakst01,27,2TM,SF,30,0.0,215,8.5,16.2,0.522,6.3,11.1,0.565,2.2,5.1,0.429,0.716,1.9,1.9,1.0,1.0,5.8,6.8,0.7,0.2,1.2,1.0,3.4,25.2,138.0,109.0
8869,2012,NBA,Steve Novak,novakst01,28,NYK,PF,54,0.0,1020,8.1,17.0,0.478,6.7,14.2,0.472,1.4,2.8,0.509,0.675,1.1,1.3,0.846,0.5,4.8,5.3,0.6,0.8,0.5,1.1,3.0,24.1,129.0,105.0
8870,2013,NBA,Steve Novak,novakst01,29,NYK,SF,81,1.0,1641,5.8,14.0,0.414,4.9,11.4,0.425,0.9,2.6,0.367,0.587,1.0,1.1,0.909,0.6,4.4,5.0,1.1,0.9,0.3,0.4,3.2,17.4,125.0,110.0
8871,2014,NBA,Steve Novak,novakst01,30,TOR,PF,54,1.0,540,5.8,14.1,0.411,5.0,11.8,0.426,0.8,2.3,0.333,0.589,0.6,0.6,1.0,0.8,4.8,5.6,1.3,1.2,0.4,0.5,4.3,17.2,124.0,108.0
8872,2015,NBA,Steve Novak,novakst01,31,2TM,PF,35,0.0,197,5.8,14.7,0.393,5.0,12.6,0.396,0.8,2.1,0.375,0.563,0.0,0.5,0.0,0.5,5.3,5.8,2.9,0.0,0.5,1.3,6.0,16.5,111.0,111.0
8873,2016,NBA,Steve Novak,novakst01,32,2TM,PF,10,0.0,44,9.1,20.5,0.444,8.0,17.1,0.467,1.1,3.4,0.333,0.639,1.1,1.1,1.0,0.0,5.7,5.7,0.0,0.0,0.0,1.1,3.4,27.4,122.0,113.0
8874,2017,NBA,Steve Novak,novakst01,33,MIL,PF,8,0.0,22,4.6,16.2,0.286,2.3,13.9,0.167,2.3,2.3,1.0,0.357,0.0,0.0,,0.0,6.9,6.9,0.0,0.0,0.0,0.0,2.3,11.5,75.0,115.0
8875,2020,NBA,Jaylen Nowell,nowelja01,20,MIN,SG,15,0.0,151,5.8,16.3,0.358,0.9,8.0,0.115,4.9,8.3,0.593,0.387,4.9,5.2,0.941,0.9,3.1,4.0,5.8,0.9,0.3,0.9,3.4,17.5,109.0,117.0
8876,2021,NBA,Jaylen Nowell,nowelja01,21,MIN,SG,42,0.0,759,8.8,20.8,0.424,3.1,9.3,0.333,5.7,11.5,0.497,0.499,2.8,3.4,0.818,1.2,4.7,5.9,3.9,1.4,0.7,1.7,4.5,23.6,107.0,117.0
8877,2022,NBA,Jaylen Nowell,nowelja01,22,MIN,SG,62,1.0,975,9.6,20.2,0.475,3.1,7.8,0.394,6.5,12.3,0.526,0.551,3.5,4.5,0.783,1.1,4.9,6.0,6.3,1.3,0.5,1.8,3.6,25.7,121.0,115.0
8878,2023,NBA,Jaylen Nowell,nowelja01,23,MIN,SG,65,2.0,1252,10.6,23.7,0.448,2.5,8.8,0.289,8.1,14.9,0.542,0.502,2.9,3.8,0.778,1.4,5.1,6.5,5.0,1.6,0.2,2.5,3.8,26.7,106.0,116.0
8879,2024,NBA,Jaylen Nowell,nowelja01,24,2TM,SG,13,1.0,214,7.7,17.7,0.436,1.4,6.6,0.207,6.4,11.1,0.571,0.474,1.6,2.0,0.778,1.4,4.1,5.5,4.3,0.9,0.5,1.6,3.4,18.4,104.0,120.0
8880,2025,NBA,Jaylen Nowell,nowelja01,25,NOP,SG,8,0.0,168,7.5,21.0,0.356,2.3,7.8,0.296,5.2,13.3,0.391,0.411,2.0,3.2,0.636,1.7,4.0,5.8,5.2,0.3,1.2,2.3,2.6,19.3,94.0,125.0
8881,2024,NBA,Markquis Nowell,nowelma01,24,TOR,SG,1,0.0,4,0.0,12.1,0.0,0.0,0.0,,0.0,12.1,0.0,0.0,24.1,24.1,1.0,24.1,0.0,24.1,24.1,12.1,0.0,0.0,0.0,24.1,169.0,100.0
8882,1999,NBA,Dirk Nowitzki,nowitdi01,20,DAL,PF,47,24.0,958,7.7,18.9,0.405,0.8,3.8,0.206,6.9,15.1,0.455,0.426,5.6,7.2,0.773,2.3,6.8,9.1,2.6,1.6,1.5,4.1,5.9,21.7,95.0,104.0
8883,2000,NBA,Dirk Nowitzki,nowitdi01,21,DAL,PF,82,81.0,2938,8.9,19.2,0.461,2.0,5.3,0.379,6.9,14.0,0.491,0.513,5.0,6.0,0.83,1.8,7.4,9.2,3.5,1.1,1.2,2.4,4.4,24.7,112.0,107.0
8884,2001,NBA,Dirk Nowitzki,nowitdi01,22,DAL,PF,82,82.0,3125,9.7,20.5,0.474,2.5,6.4,0.387,7.3,14.1,0.513,0.534,7.4,8.9,0.838,2.0,10.5,12.4,2.9,1.3,1.7,2.6,4.0,29.4,118.0,100.0
8885,2002,NBA,Dirk Nowitzki,nowitdi01,23,DAL,C,76,76.0,2891,10.7,22.5,0.477,2.5,6.3,0.397,8.2,16.2,0.508,0.532,7.9,9.2,0.853,2.1,11.4,13.5,3.3,1.5,1.4,2.6,4.0,31.8,120.0,104.0
8886,2003,NBA,Dirk Nowitzki,nowitdi01,24,DAL,PF,80,80.0,3117,11.5,24.8,0.463,2.5,6.5,0.379,9.0,18.3,0.493,0.513,8.0,9.1,0.881,1.3,11.8,13.2,4.0,1.8,1.4,2.5,3.4,33.5,117.0,98.0
8887,2004,NBA,Dirk Nowitzki,nowitdi01,25,DAL,C,77,77.0,2915,10.7,23.1,0.462,1.7,5.1,0.341,8.9,18.0,0.496,0.5,6.6,7.5,0.877,1.6,10.2,11.8,3.7,1.6,1.8,2.4,3.8,29.7,116.0,104.0
8888,2005,NBA,Dirk Nowitzki,nowitdi01,26,DAL,PF,78,78.0,3020,11.4,24.8,0.459,1.6,3.9,0.399,9.8,20.9,0.47,0.49,10.5,12.1,0.869,1.6,11.3,13.0,4.1,1.7,2.0,3.0,3.8,34.8,118.0,100.0
8889,2006,NBA,Dirk Nowitzki,nowitdi01,27,DAL,PF,81,81.0,3089,13.3,27.7,0.48,1.9,4.8,0.406,11.3,22.9,0.496,0.515,9.5,10.6,0.901,2.0,10.9,12.9,4.0,1.0,1.5,2.8,2.9,38.1,123.0,103.0
8890,2007,NBA,Dirk Nowitzki,nowitdi01,28,DAL,PF,78,78.0,2820,12.8,25.5,0.502,1.4,3.3,0.416,11.4,22.2,0.515,0.529,9.5,10.5,0.904,2.3,10.9,13.2,5.0,1.0,1.2,3.2,3.3,36.4,123.0,102.0
8891,2008,NBA,Dirk Nowitzki,nowitdi01,29,DAL,PF,77,77.0,2769,12.1,25.3,0.479,1.5,4.2,0.359,10.6,21.0,0.504,0.51,9.2,10.5,0.879,1.8,10.8,12.7,5.1,1.0,1.4,3.1,3.8,34.9,118.0,104.0
8892,2009,NBA,Dirk Nowitzki,nowitdi01,30,DAL,PF,81,81.0,3050,13.3,27.8,0.479,1.0,2.9,0.359,12.3,24.9,0.493,0.498,8.3,9.4,0.89,1.5,10.2,11.7,3.4,1.0,1.1,2.7,3.0,36.0,114.0,108.0
8893,2010,NBA,Dirk Nowitzki,nowitdi01,31,DAL,PF,81,80.0,3039,12.3,25.5,0.481,0.9,2.1,0.421,11.4,23.5,0.487,0.498,9.2,10.0,0.915,1.4,9.2,10.6,3.7,1.2,1.3,2.5,3.6,34.6,116.0,105.0
8894,2011,NBA,Dirk Nowitzki,nowitdi01,32,DAL,PF,73,73.0,2504,12.8,24.8,0.517,1.4,3.5,0.393,11.4,21.2,0.538,0.545,8.3,9.3,0.892,1.0,9.7,10.8,4.0,0.8,1.0,2.9,3.6,35.3,118.0,105.0
8895,2012,NBA,Dirk Nowitzki,nowitdi01,33,DAL,PF,62,62.0,2079,11.9,26.1,0.457,2.0,5.4,0.368,10.0,20.8,0.481,0.495,8.0,9.0,0.896,1.2,9.4,10.6,3.4,1.1,0.8,3.0,3.3,33.9,110.0,103.0
8896,2013,NBA,Dirk Nowitzki,nowitdi01,34,DAL,PF,53,47.0,1661,10.5,22.4,0.471,2.0,4.8,0.414,8.5,17.5,0.487,0.516,5.1,5.9,0.86,1.1,10.0,11.2,4.1,1.2,1.1,2.2,2.9,28.2,111.0,106.0
8897,2014,NBA,Dirk Nowitzki,nowitdi01,35,DAL,PF,80,80.0,2628,12.4,24.9,0.497,2.6,6.4,0.398,9.8,18.4,0.532,0.549,6.6,7.3,0.899,0.8,8.9,9.7,4.2,1.4,0.9,2.3,3.2,33.9,120.0,108.0
8898,2015,NBA,Dirk Nowitzki,nowitdi01,36,DAL,PF,77,77.0,2282,10.8,23.5,0.459,2.3,6.1,0.38,8.5,17.4,0.486,0.508,5.6,6.4,0.882,1.0,9.1,10.1,3.2,0.9,0.7,1.8,3.5,29.5,113.0,107.0
8899,2016,NBA,Dirk Nowitzki,nowitdi01,37,DAL,PF,75,75.0,2364,10.7,23.9,0.448,2.7,7.4,0.368,8.0,16.6,0.483,0.504,5.4,6.0,0.893,1.1,9.4,10.5,2.8,1.1,1.1,1.8,3.5,29.5,110.0,106.0
8900,2017,NBA,Dirk Nowitzki,nowitdi01,38,DAL,PF,54,54.0,1424,10.8,24.8,0.437,2.9,7.6,0.378,7.9,17.1,0.463,0.495,3.6,4.1,0.875,0.8,12.1,12.9,3.0,1.1,1.4,1.9,4.1,28.1,103.0,106.0
8901,2018,NBA,Dirk Nowitzki,nowitdi01,39,DAL,C,77,77.0,1900,9.1,20.0,0.456,3.6,8.9,0.409,5.5,11.1,0.494,0.547,2.6,2.9,0.898,0.6,11.0,11.6,3.2,1.1,1.2,1.3,3.9,24.5,112.0,108.0
8902,2019,NBA,Dirk Nowitzki,nowitdi01,40,DAL,PF,51,20.0,795,8.2,22.9,0.359,3.9,12.5,0.312,4.3,10.4,0.415,0.444,2.4,3.1,0.78,0.3,9.3,9.6,2.1,0.5,1.1,1.1,4.6,22.8,96.0,111.0
8903,2018,NBA,Frank Ntilikina,ntilila01,19,NYK,PG,78,9.0,1706,5.3,14.5,0.364,1.5,4.6,0.318,3.8,10.0,0.385,0.414,1.4,2.0,0.721,1.1,4.1,5.1,7.3,1.9,0.5,3.8,5.3,13.5,89.0,112.0
8904,2019,NBA,Frank Ntilikina,ntilila01,20,NYK,PG,43,16.0,904,5.1,15.0,0.337,1.8,6.1,0.287,3.3,8.9,0.371,0.395,1.2,1.6,0.767,0.6,4.0,4.6,6.5,1.6,0.7,3.0,5.5,13.1,88.0,115.0
8905,2020,NBA,Frank Ntilikina,ntilila01,21,NYK,PG,57,26.0,1187,5.4,13.7,0.393,1.8,5.6,0.321,3.6,8.0,0.444,0.459,2.1,2.4,0.864,0.9,4.0,5.0,7.1,2.2,0.7,2.9,5.8,14.6,103.0,113.0
8906,2021,NBA,Frank Ntilikina,ntilila01,22,NYK,PG,33,4.0,322,4.5,12.3,0.367,3.6,7.5,0.479,0.9,4.8,0.194,0.513,1.2,2.8,0.444,0.9,3.9,4.8,3.0,2.8,0.6,1.7,7.0,13.8,102.0,108.0
8907,2022,NBA,Frank Ntilikina,ntilila01,23,DAL,SG,58,5.0,685,6.5,16.4,0.399,2.8,8.2,0.342,3.7,8.2,0.455,0.484,1.8,1.8,0.96,0.9,4.9,5.8,5.1,2.0,0.5,2.3,4.5,17.6,104.0,110.0
8908,2023,NBA,Frank Ntilikina,ntilila01,24,DAL,SG,47,5.0,607,3.9,10.8,0.364,1.4,5.5,0.254,2.5,5.3,0.477,0.428,1.8,2.7,0.667,0.6,4.5,5.1,4.7,1.3,0.6,2.4,5.3,11.1,94.0,118.0
8909,2024,NBA,Frank Ntilikina,ntilila01,25,CHO,PG,5,0.0,43,1.1,10.3,0.111,1.1,9.2,0.125,0.0,1.1,0.0,0.167,2.3,2.3,1.0,1.1,5.7,6.9,4.6,0.0,0.0,1.1,4.6,5.7,75.0,125.0
8910,2014,NBA,James Nunnally,nunnaja01,23,2TM,SF,13,0.0,165,4.5,13.7,0.326,2.4,7.4,0.32,2.1,6.3,0.333,0.413,1.8,2.7,0.667,0.3,5.4,5.7,2.4,1.8,0.6,2.1,3.3,13.1,86.0,110.0
8911,2019,NBA,James Nunnally,nunnaja01,28,2TM,SF,15,0.0,102,5.7,16.1,0.353,3.8,11.8,0.32,1.9,4.3,0.444,0.471,1.9,1.9,1.0,0.0,2.4,2.4,3.3,0.5,0.0,0.5,4.7,17.1,110.0,119.0
8912,2021,NBA,James Nunnally,nunnaja01,30,NOP,SF,9,0.0,48,5.0,13.0,0.385,4.0,12.0,0.333,1.0,1.0,1.0,0.538,1.0,2.0,0.5,2.0,7.0,9.0,3.0,0.0,0.0,2.0,1.0,15.0,108.0,119.0
8913,2020,NBA,Kendrick Nunn,nunnke01,24,MIA,PG,67,67.0,1962,10.0,22.7,0.439,3.4,9.7,0.35,6.6,13.0,0.505,0.514,2.1,2.5,0.85,0.5,4.0,4.5,5.5,1.4,0.4,2.8,3.8,25.5,103.0,112.0
8914,2021,NBA,Kendrick Nunn,nunnke01,25,MIA,PG,56,44.0,1650,9.6,19.8,0.485,3.7,9.6,0.381,5.9,10.2,0.583,0.578,1.7,1.8,0.933,0.6,4.8,5.4,4.5,1.6,0.4,2.4,3.3,24.6,111.0,113.0
8915,2023,NBA,Kendrick Nunn,nunnke01,27,2TM,SG,70,2.0,964,9.5,22.4,0.424,3.9,11.1,0.354,5.6,11.3,0.493,0.512,1.7,2.0,0.854,0.7,4.7,5.4,4.5,1.4,0.3,3.3,3.3,24.7,100.0,117.0
8916,2015,NBA,Jusuf Nurkić,nurkiju01,20,DEN,C,62,27.0,1103,7.7,17.3,0.446,0.0,0.1,0.0,7.7,17.3,0.449,0.446,3.8,6.0,0.636,5.7,11.6,17.3,2.3,2.4,3.1,3.9,9.4,19.3,96.0,101.0
8917,2016,NBA,Jusuf Nurkić,nurkiju01,21,DEN,C,32,3.0,547,9.3,22.2,0.417,0.0,0.3,0.0,9.3,21.9,0.423,0.417,5.6,9.1,0.616,6.0,10.1,16.0,3.7,2.2,4.0,5.0,8.3,24.1,92.0,102.0
8918,2017,NBA,Jusuf Nurkić,nurkiju01,22,2TM,C,65,48.0,1391,9.6,18.9,0.507,0.0,0.0,0.0,9.6,18.8,0.508,0.507,4.2,7.4,0.571,5.4,11.1,16.5,4.3,1.8,2.6,5.1,5.7,23.4,101.0,107.0
8919,2018,NBA,Jusuf Nurkić,nurkiju01,23,POR,C,79,79.0,2088,11.4,22.7,0.505,0.0,0.2,0.0,11.4,22.5,0.508,0.505,4.1,6.5,0.63,4.5,12.4,16.9,3.4,1.5,2.6,4.4,5.9,27.0,102.0,101.0
8920,2019,NBA,Jusuf Nurkić,nurkiju01,24,POR,C,72,72.0,1974,10.3,20.3,0.508,0.1,0.7,0.103,10.2,19.6,0.523,0.51,6.9,9.0,0.773,6.0,12.4,18.4,5.7,1.7,2.5,4.1,6.1,27.6,116.0,105.0
8921,2020,NBA,Jusuf Nurkić,nurkiju01,25,POR,C,8,8.0,253,10.2,20.5,0.495,0.4,1.9,0.2,9.8,18.6,0.525,0.505,5.8,6.6,0.886,4.3,11.1,15.4,6.0,2.1,3.0,3.6,7.3,26.6,116.0,108.0
8922,2021,NBA,Jusuf Nurkić,nurkiju01,26,POR,C,37,37.0,880,9.5,18.5,0.514,0.7,1.7,0.4,8.8,16.8,0.525,0.532,3.9,6.3,0.619,4.8,13.6,18.4,6.9,2.1,2.2,4.0,5.7,23.5,113.0,109.0
8923,2022,NBA,Jusuf Nurkić,nurkiju01,27,POR,C,56,56.0,1579,9.9,18.6,0.535,0.5,1.7,0.268,9.5,16.8,0.563,0.548,5.7,8.3,0.69,5.2,14.0,19.2,4.9,1.9,1.1,4.4,5.8,26.1,112.0,112.0
8924,2023,NBA,Jusuf Nurkić,nurkiju01,28,POR,C,52,52.0,1391,9.2,17.7,0.519,1.5,4.2,0.361,7.7,13.5,0.567,0.561,4.4,6.7,0.661,4.0,12.5,16.5,5.2,1.5,1.5,4.2,6.5,24.3,112.0,114.0
8925,2024,NBA,Jusuf Nurkić,nurkiju01,29,PHO,C,76,76.0,2078,7.5,14.7,0.51,0.5,2.1,0.244,7.0,12.6,0.555,0.528,3.9,6.1,0.64,5.3,14.4,19.7,7.1,1.9,1.9,4.1,6.0,19.5,114.0,108.0
8926,2025,NBA,Jusuf Nurkić,nurkiju01,30,2TM,C,51,32.0,1063,7.8,16.3,0.477,1.5,4.9,0.305,6.3,11.5,0.551,0.523,3.9,5.9,0.664,3.9,14.5,18.5,5.3,1.9,1.6,4.5,6.0,21.0,105.0,112.0
8927,2017,NBA,David Nwaba,nwabada01,24,LAL,SG,20,2.0,397,5.8,9.9,0.58,0.1,0.6,0.2,5.6,9.3,0.605,0.586,3.1,4.8,0.641,2.1,5.6,7.7,1.7,1.6,0.9,1.4,4.4,14.7,121.0,114.0
8928,2018,NBA,David Nwaba,nwabada01,25,CHI,SG,70,21.0,1646,6.0,12.5,0.478,0.5,1.5,0.346,5.5,11.0,0.496,0.499,3.9,6.0,0.655,2.6,7.0,9.7,3.1,1.7,0.9,2.3,4.7,16.5,107.0,110.0
8929,2019,NBA,David Nwaba,nwabada01,26,CLE,SF,51,14.0,984,6.4,13.2,0.481,1.2,3.8,0.32,5.1,9.4,0.545,0.527,2.9,4.3,0.682,2.1,6.2,8.2,2.7,1.8,0.9,1.5,5.4,16.9,115.0,116.0
8930,2020,NBA,David Nwaba,nwabada01,27,BRK,SF,20,0.0,268,6.5,12.5,0.521,2.1,4.9,0.429,4.4,7.6,0.581,0.606,3.2,4.8,0.667,1.4,6.5,7.9,1.4,1.9,2.1,1.4,5.7,18.4,120.0,107.0
8931,2021,NBA,David Nwaba,nwabada01,28,HOU,SF,30,9.0,679,7.4,15.2,0.486,1.2,4.4,0.27,6.2,10.8,0.574,0.525,3.3,4.7,0.691,2.8,5.4,8.2,2.2,2.1,1.5,1.2,4.2,19.2,115.0,114.0
8932,2022,NBA,David Nwaba,nwabada01,29,HOU,SF,46,4.0,609,6.6,13.8,0.483,1.2,3.8,0.306,5.5,9.9,0.551,0.526,3.8,5.2,0.716,3.2,8.6,11.8,2.7,2.2,1.6,1.6,4.3,18.2,117.0,113.0
8933,2021,NBA,Jordan Nwora,nworajo01,22,MIL,SF,30,2.0,274,10.6,23.1,0.459,4.8,10.6,0.452,5.8,12.5,0.466,0.563,3.3,4.3,0.76,1.5,8.7,10.3,1.2,2.7,1.2,4.1,3.8,29.3,102.0,108.0
8934,2022,NBA,Jordan Nwora,nworajo01,23,MIL,SF,62,13.0,1185,7.5,18.7,0.403,3.2,9.2,0.348,4.3,9.5,0.455,0.488,1.5,1.7,0.837,1.5,7.5,9.0,2.4,1.0,0.7,2.3,3.2,19.7,100.0,113.0
8935,2023,NBA,Jordan Nwora,nworajo01,24,2TM,SF,62,14.0,1188,7.8,17.8,0.436,3.4,8.5,0.408,4.3,9.4,0.462,0.533,2.7,3.4,0.791,2.0,7.1,9.2,3.5,1.0,0.6,2.6,3.0,21.7,109.0,116.0
8936,2024,NBA,Jordan Nwora,nworajo01,25,2TM,SF,52,1.0,712,9.3,20.2,0.462,3.0,8.8,0.336,6.3,11.3,0.56,0.535,3.0,3.6,0.83,1.9,8.2,10.0,4.2,1.8,0.9,3.6,3.2,24.5,105.0,117.0
8937,1999,NBA,Charles Oakley,oaklech01,35,TOR,PF,50,50.0,1633,4.6,10.8,0.428,0.0,0.2,0.2,4.6,10.7,0.432,0.43,2.2,2.7,0.807,3.2,9.2,12.4,5.6,1.5,0.7,3.2,6.0,11.5,99.0,103.0
8938,2000,NBA,Charles Oakley,oaklech01,36,TOR,PF,80,80.0,2431,5.0,12.0,0.418,0.3,0.9,0.341,4.7,11.1,0.424,0.43,1.4,1.8,0.776,2.5,9.0,11.5,5.4,2.2,1.0,3.3,6.3,11.7,93.0,103.0
8939,2001,NBA,Charles Oakley,oaklech01,37,TOR,PF,78,77.0,2767,5.8,15.0,0.388,0.2,0.9,0.224,5.6,14.1,0.399,0.395,2.4,2.9,0.836,2.7,11.4,14.1,5.0,1.4,0.9,2.7,4.9,14.3,96.0,101.0
8940,2002,NBA,Charles Oakley,oaklech01,38,CHI,PF,57,36.0,1383,3.7,10.1,0.369,0.0,0.2,0.167,3.7,9.9,0.374,0.371,0.8,1.1,0.75,2.8,10.4,13.1,4.4,1.9,0.4,3.3,6.7,8.3,80.0,105.0
8941,2003,NBA,Charles Oakley,oaklech01,39,WAS,C,42,1.0,514,2.4,5.8,0.418,0.0,0.0,,2.4,5.8,0.418,0.418,3.0,3.6,0.824,3.9,7.4,11.3,4.2,1.4,0.6,2.2,9.5,7.8,110.0,105.0
8942,2004,NBA,Charles Oakley,oaklech01,40,HOU,PF,7,0.0,25,4.4,13.1,0.333,0.0,0.0,,4.4,13.1,0.333,0.333,10.9,13.1,0.833,0.0,10.9,10.9,4.4,0.0,0.0,2.2,17.5,19.7,110.0,100.0
8943,1999,NBA,Charles O'Bannon,obannch01,23,DET,SG,18,1.0,165,8.1,18.9,0.429,0.0,0.3,0.0,8.1,18.5,0.436,0.429,2.7,2.7,1.0,6.1,5.4,11.5,4.0,0.7,1.0,2.7,7.4,18.9,104.0,104.0
8944,2006,NBA,Fabricio Oberto,obertfa01,30,SAS,C,59,0.0,490,4.9,10.3,0.473,0.0,0.2,0.0,4.9,10.1,0.484,0.473,1.7,3.0,0.556,6.3,7.3,13.6,3.0,1.0,1.2,3.1,10.1,11.4,102.0,100.0
8945,2007,NBA,Fabricio Oberto,obertfa01,31,SAS,C,79,33.0,1365,6.2,11.0,0.562,0.0,0.0,,6.2,11.0,0.562,0.562,1.3,2.0,0.647,5.1,9.3,14.4,2.7,1.0,0.9,2.7,8.3,13.7,112.0,100.0
8946,2008,NBA,Fabricio Oberto,obertfa01,32,SAS,C,82,64.0,1644,5.9,9.7,0.608,0.0,0.0,0.0,5.9,9.7,0.61,0.608,1.2,2.0,0.607,5.0,9.1,14.1,3.1,1.2,0.7,1.7,6.7,13.1,125.0,101.0
8947,2009,NBA,Fabricio Oberto,obertfa01,33,SAS,C,54,11.0,677,4.9,8.3,0.587,0.0,0.1,0.0,4.9,8.3,0.592,0.587,1.6,2.8,0.571,5.2,6.2,11.4,4.7,0.6,0.9,3.0,7.6,11.4,115.0,106.0
8948,2010,NBA,Fabricio Oberto,obertfa01,34,WAS,C,57,20.0,650,2.8,4.5,0.625,0.0,0.0,,2.8,4.5,0.625,0.625,1.0,1.4,0.765,2.7,5.7,8.5,4.1,0.9,0.7,2.9,9.8,6.7,106.0,111.0
8949,2011,NBA,Fabricio Oberto,obertfa01,35,POR,C,5,0.0,45,3.6,6.1,0.6,0.0,0.0,,3.6,6.1,0.6,0.6,1.2,2.4,0.5,3.6,4.9,8.5,0.0,0.0,0.0,3.6,12.1,8.5,88.0,113.0
8950,2016,NBA,J.J. O'Brien,obriejj01,23,UTA,SF,2,0.0,6,0.0,8.8,0.0,0.0,0.0,,0.0,8.8,0.0,0.0,0.0,0.0,,0.0,8.8,8.8,0.0,8.8,0.0,0.0,8.8,0.0,0.0,89.0
8951,2015,NBA,Johnny O'Bryant,obryajo01,21,MIL,PF,34,15.0,368,6.1,16.6,0.367,0.0,0.0,,6.1,16.6,0.367,0.367,1.7,3.7,0.444,3.6,5.3,8.9,2.4,0.7,0.6,3.5,6.1,13.9,78.0,107.0
8952,2016,NBA,Johnny O'Bryant,obryajo01,22,MIL,PF,66,4.0,857,5.1,12.4,0.411,0.1,0.1,1.0,5.1,12.4,0.409,0.414,1.6,2.4,0.675,3.9,6.6,10.5,1.9,1.1,0.5,1.8,5.9,11.9,96.0,111.0
8953,2017,NBA,Johnny O'Bryant,obryajo01,23,2TM,PF,11,0.0,80,9.3,18.5,0.5,1.9,3.7,0.5,7.4,14.8,0.5,0.55,3.1,3.7,0.833,5.6,6.2,11.7,3.7,0.0,0.6,3.7,6.2,23.5,112.0,115.0
8954,2018,NBA,Johnny O'Bryant,obryajo01,24,CHO,PF,36,0.0,379,8.8,22.0,0.398,1.8,5.5,0.326,6.9,16.5,0.422,0.439,2.7,3.2,0.84,3.7,8.2,12.0,1.8,1.2,0.8,1.9,5.8,22.0,99.0,109.0
8955,2007,NBA,Patrick O'Bryant,obryapa01,20,GSW,C,16,0.0,119,4.1,13.0,0.313,0.0,0.0,,4.1,13.0,0.313,0.313,4.5,6.9,0.647,2.8,5.7,8.5,3.7,2.4,3.3,3.3,10.6,12.6,85.0,104.0
8956,2008,NBA,Patrick O'Bryant,obryapa01,21,GSW,C,24,0.0,99,7.8,14.2,0.552,0.0,0.0,,7.8,14.2,0.552,0.552,1.5,2.5,0.6,4.9,9.3,14.2,2.0,2.0,4.4,3.4,13.2,17.2,105.0,103.0
8957,2009,NBA,Patrick O'Bryant,obryapa01,22,2TM,C,39,3.0,255,9.3,17.3,0.536,0.0,0.4,0.0,9.3,16.9,0.549,0.536,2.3,4.1,0.55,2.7,10.9,13.6,2.3,1.2,3.9,4.5,12.6,20.8,94.0,101.0
8958,2010,NBA,Patrick O'Bryant,obryapa01,23,TOR,C,11,0.0,51,8.1,15.2,0.533,0.0,1.0,0.0,8.1,14.2,0.571,0.533,3.0,6.1,0.5,2.0,9.1,11.1,1.0,2.0,4.0,5.1,12.1,19.2,87.0,106.0
8959,2017,NBA,Daniel Ochefu,ochefda01,23,WAS,C,19,0.0,75,7.9,17.7,0.444,0.0,0.0,,7.9,17.7,0.444,0.444,0.0,1.3,0.0,3.3,11.2,14.5,2.0,1.3,0.0,2.0,11.2,15.8,91.0,108.0
8960,2009,NBA,Greg Oden,odengr01,21,POR,C,61,39.0,1314,8.3,14.8,0.564,0.0,0.0,,8.3,14.8,0.564,0.564,6.1,9.5,0.637,7.1,10.8,17.9,1.3,1.1,2.9,3.7,10.0,22.8,116.0,104.0
8961,2010,NBA,Greg Oden,odengr01,22,POR,C,21,21.0,502,10.0,16.6,0.605,0.0,0.0,,10.0,16.6,0.605,0.605,5.3,7.0,0.766,7.0,12.4,19.4,2.1,0.9,5.2,4.3,9.2,25.4,118.0,100.0
8962,2014,NBA,Greg Oden,odengr01,26,MIA,C,23,6.0,212,6.7,12.2,0.551,0.0,0.0,,6.7,12.2,0.551,0.551,3.2,5.7,0.565,5.7,7.7,13.4,0.2,1.7,3.2,3.0,12.9,16.6,107.0,102.0
8963,2000,NBA,Lamar Odom,odomla01,20,LAC,SF,76,70.0,2767,8.3,18.9,0.438,1.1,3.0,0.36,7.2,15.9,0.453,0.467,5.6,7.8,0.719,2.9,8.1,11.0,5.9,1.7,1.8,4.8,5.4,23.3,100.0,108.0
8964,2001,NBA,Lamar Odom,odomla01,21,LAC,PF,76,74.0,2836,9.1,19.7,0.46,1.5,4.8,0.316,7.6,15.0,0.506,0.498,4.9,7.3,0.679,2.1,9.1,11.2,7.4,1.4,2.3,5.0,4.5,24.6,102.0,102.0
