season,lg,player,player_id,age,team,pos,g,gs,mp,per,ts_percent,x3p_ar,f_tr,orb_percent,drb_percent,trb_percent,ast_percent,stl_percent,blk_percent,tov_percent,usg_percent,ows,dws,ws,ws_48,obpm,dbpm,bpm,vorp
2019,NBA,LaMarcus Aldridge,aldrila01,33.0,SAS,C,81,81.0,2687.0,22.9,0.576,0.032,0.312,10.3,19.8,15.1,11.6,0.8,3.4,8.8,26.9,6.4,2.9,9.3,0.167,2.4,-0.6,1.8,2.6
2020,NBA,LaMarcus Aldridge,aldrila01,34.0,SAS,C,53,53.0,1754.0,19.7,0.571,0.198,0.241,6.3,17.8,12.0,11.4,1.0,4.4,7.8,23.4,3.0,1.4,4.5,0.122,1.8,-0.5,1.4,1.5
2021,NBA,LaMarcus Aldridge,aldrila01,35.0,2TM,C,26,23.0,674.0,15.7,0.556,0.27,0.159,3.0,15.8,9.4,11.0,0.8,3.7,7.9,22.2,0.5,0.6,1.1,0.08,-0.2,-0.2,-0.3,0.3
2022,NBA,LaMarcus Aldridge,aldrila01,36.0,BRK,C,47,12.0,1050.0,19.6,0.604,0.1,0.223,7.8,18.7,13.4,6.3,0.6,4.0,8.0,22.4,2.1,1.0,3.1,0.141,1.3,-0.6,0.7,0.7
2016,NBA,Cliff Alexander,alexacl01,20.0,POR,PF,8,0.0,36.0,11.6,0.5,0.0,0.0,6.0,12.1,9.0,0.0,1.4,4.4,9.1,13.3,0.0,0.0,0.0,0.052,-0.5,0.5,0.0,0.0
2005,NBA,Cory Alexander,alexaco01,31.0,CHA,SG,16,1.0,201.0,8.8,0.451,0.388,0.245,4.3,12.6,8.2,27.7,2.3,0.4,25.9,16.2,-0.2,0.2,0.0,0.002,-3.6,0.2,-3.4,-0.1
2009,NBA,Joe Alexander,alexajo01,22.0,MIL,SF,59,0.0,716.0,10.1,0.494,0.188,0.339,6.9,12.3,9.5,9.5,1.1,3.4,15.6,20.9,-0.3,0.7,0.4,0.03,-3.4,-0.1,-3.5,-0.3
2010,NBA,Joe Alexander,alexajo01,23.0,CHI,SF,8,0.0,29.0,2.8,0.273,0.167,0.5,7.8,11.3,9.6,9.3,1.8,2.6,0.0,11.3,0.0,0.0,0.0,0.03,-9.1,0.9,-8.3,0.0
2020,NBA,Kyle Alexander,alexaky01,23.0,MIA,C,2,0.0,13.0,4.7,0.5,0.0,0.0,17.9,8.3,12.9,0.0,0.0,0.0,33.3,10.2,0.0,0.0,0.0,-0.003,-6.4,-3.7,-10.1,0.0
2020,NBA,Nickeil Alexander-Walker,alexani01,21.0,NOP,SG,47,1.0,591.0,8.9,0.473,0.5,0.139,1.6,13.5,7.5,21.1,1.3,1.1,16.1,23.3,-0.7,0.4,-0.2,-0.02,-3.2,-1.4,-4.6,-0.4
2021,NBA,Nickeil Alexander-Walker,alexani01,22.0,NOP,SG,46,13.0,1007.0,12.5,0.522,0.478,0.144,1.4,14.1,7.8,14.7,2.2,2.1,12.4,23.2,-0.3,1.0,0.7,0.035,-1.4,0.1,-1.3,0.2
2022,NBA,Nickeil Alexander-Walker,alexani01,23.0,2TM,SG,65,21.0,1466.0,10.5,0.475,0.497,0.16,2.7,11.5,7.1,16.1,1.5,1.5,11.3,24.1,-1.1,1.1,0.1,0.003,-1.8,-1.1,-2.9,-0.3
2023,NBA,Nickeil Alexander-Walker,alexani01,24.0,2TM,SG,59,3.0,884.0,11.6,0.565,0.539,0.203,1.9,10.5,6.3,16.7,1.7,2.0,14.6,17.9,0.3,0.8,1.1,0.062,-1.4,0.4,-0.9,0.2
2024,NBA,Nickeil Alexander-Walker,alexani01,25.0,MIN,SG,82,20.0,1921.0,10.9,0.578,0.623,0.121,2.2,7.5,4.9,14.5,1.6,1.9,11.8,14.8,1.5,2.8,4.3,0.107,-1.1,1.3,0.2,1.1
2025,NBA,Nickeil Alexander-Walker,alexani01,26.0,MIN,SG,82,10.0,2073.0,11.6,0.579,0.601,0.192,2.9,11.1,7.1,15.0,1.2,1.5,12.9,16.0,2.0,2.3,4.3,0.099,-0.8,0.4,-0.4,0.8
2025,NBA,Trey Alexander,alexatr01,21.0,DEN,SG,24,0.0,117.0,2.9,0.374,0.415,0.098,1.0,9.8,5.6,11.4,0.8,0.8,10.5,17.3,-0.2,0.0,-0.2,-0.077,-7.9,-1.8,-9.7,-0.2
2021,NBA,Ty-Shon Alexander,alexaty01,22.0,PHO,SG,15,0.0,47.0,4.2,0.349,0.75,0.167,4.9,19.0,12.1,15.4,0.0,1.9,18.9,15.0,-0.1,0.0,0.0,-0.048,-4.8,-1.7,-6.5,-0.1
2019,NBA,Rawle Alkins,alkinra01,21.0,CHI,SG,10,1.0,120.0,8.1,0.418,0.308,0.308,9.9,13.7,11.8,15.2,0.4,0.0,15.3,19.0,-0.1,0.0,-0.1,-0.042,-3.8,-3.5,-7.3,-0.2
2019,NBA,Grayson Allen,allengr01,23.0,UTA,SG,38,2.0,416.0,7.5,0.516,0.556,0.337,0.8,5.1,3.0,8.9,0.7,1.1,13.9,24.4,-0.4,0.4,0.0,0.002,-4.2,-2.1,-6.3,-0.5
2020,NBA,Grayson Allen,allengr01,24.0,MEM,SG,38,0.0,718.0,12.0,0.609,0.562,0.179,1.2,11.1,6.2,10.0,0.7,0.2,10.9,17.6,0.8,0.4,1.2,0.082,-0.1,-1.2,-1.3,0.1
2021,NBA,Grayson Allen,allengr01,25.0,MEM,SG,50,38.0,1259.0,12.8,0.586,0.662,0.22,1.6,12.0,6.7,11.5,1.7,0.6,9.6,16.8,1.5,1.2,2.7,0.101,-0.2,0.1,-0.2,0.6
2022,NBA,Grayson Allen,allengr01,26.0,MIL,SG,66,61.0,1805.0,12.7,0.609,0.684,0.13,1.9,10.9,6.5,7.6,1.2,1.0,6.7,15.2,2.8,1.4,4.2,0.11,0.6,-0.2,0.4,1.1
2023,NBA,Grayson Allen,allengr01,27.0,MIL,SG,72,70.0,1972.0,12.3,0.612,0.657,0.226,3.4,9.0,6.3,10.9,1.5,0.6,10.5,14.6,2.8,2.2,5.1,0.123,-0.6,0.7,0.1,1.0
2024,NBA,Grayson Allen,allengr01,28.0,PHO,SG,75,74.0,2513.0,13.8,0.679,0.652,0.216,2.3,10.6,6.6,12.1,1.3,1.6,11.3,14.5,4.7,2.2,6.9,0.132,1.1,0.1,1.3,2.0
2025,NBA,Grayson Allen,allengr01,29.0,PHO,SG,64,7.0,1544.0,13.7,0.631,0.716,0.233,2.5,11.3,7.0,12.5,1.7,1.2,12.2,17.6,2.0,0.6,2.5,0.079,0.7,-1.0,-0.3,0.7
2018,NBA,Jarrett Allen,allenja01,19.0,BRK,C,72,31.0,1441.0,17.5,0.636,0.038,0.37,10.5,18.1,14.3,5.4,0.9,4.6,15.1,16.3,2.7,1.5,4.2,0.141,-0.9,0.1,-0.8,0.5
2019,NBA,Jarrett Allen,allenja01,20.0,BRK,C,80,80.0,2096.0,18.5,0.632,0.079,0.489,9.6,24.0,16.8,7.9,1.0,4.5,13.0,15.9,4.4,3.3,7.6,0.175,0.2,1.4,1.6,1.9
2020,NBA,Jarrett Allen,allenja01,21.0,BRK,C,70,64.0,1852.0,20.7,0.664,0.013,0.581,12.3,24.9,18.7,8.9,1.0,4.2,11.7,14.9,5.2,2.9,8.2,0.212,1.4,1.0,2.3,2.0
2021,NBA,Jarrett Allen,allenja01,22.0,2TM,C,63,45.0,1864.0,20.1,0.661,0.039,0.602,11.6,26.3,18.9,8.7,0.8,4.3,14.1,16.6,4.3,2.1,6.4,0.166,1.3,-0.2,1.1,1.4
2022,NBA,Jarrett Allen,allenja01,23.0,CLE,C,56,56.0,1809.0,23.0,0.698,0.018,0.428,12.0,24.5,18.4,8.2,1.2,3.7,12.7,18.1,5.4,3.0,8.5,0.225,2.7,1.2,3.9,2.7
2023,NBA,Jarrett Allen,allenja01,24.0,CLE,C,68,68.0,2220.0,19.9,0.67,0.016,0.353,11.7,23.6,17.7,7.5,1.2,3.5,11.4,16.4,5.5,4.0,9.5,0.205,1.3,1.0,2.4,2.4
2024,NBA,Jarrett Allen,allenja01,25.0,CLE,C,77,77.0,2442.0,21.8,0.664,0.007,0.383,11.3,25.8,18.7,13.2,1.1,3.0,11.2,19.4,6.8,3.9,10.7,0.21,2.1,0.9,3.0,3.1
2025,NBA,Jarrett Allen,allenja01,26.0,CLE,C,82,82.0,2296.0,22.1,0.724,0.008,0.433,10.5,26.7,18.8,9.5,1.6,2.9,11.3,15.9,7.6,4.0,11.6,0.243,3.0,1.2,4.2,3.6
2018,NBA,Kadeem Allen,allenka01,25.0,BOS,PG,18,1.0,107.0,2.6,0.366,0.5,0.409,4.1,7.1,5.6,15.2,1.4,1.6,25.7,14.6,-0.2,0.1,-0.1,-0.038,-8.3,0.6,-7.7,-0.2
2019,NBA,Kadeem Allen,allenka01,26.0,NYK,PG,19,1.0,416.0,16.2,0.574,0.255,0.383,2.0,11.1,6.4,28.7,1.9,0.8,13.6,19.6,0.7,0.2,1.0,0.111,0.2,0.3,0.5,0.3
2020,NBA,Kadeem Allen,allenka01,27.0,NYK,PG,10,0.0,117.0,14.0,0.512,0.364,0.25,1.8,6.6,4.1,27.0,2.1,1.6,14.1,20.6,0.1,0.1,0.1,0.053,-0.3,-0.7,-0.9,0.0
2012,NBA,Lavoy Allen,allenla01,22.0,PHI,PF,41,15.0,624.0,12.7,0.488,0.0,0.084,8.3,22.2,15.2,8.4,1.1,2.2,10.4,14.5,0.4,1.2,1.6,0.124,-2.8,1.0,-1.7,0.0
2013,NBA,Lavoy Allen,allenla01,23.0,PHI,C,79,37.0,1669.0,11.5,0.474,0.002,0.132,10.5,16.5,13.4,6.7,0.8,2.6,10.3,14.8,0.9,1.6,2.5,0.072,-3.0,-0.3,-3.3,-0.6
2014,NBA,Lavoy Allen,allenla01,24.0,2TM,PF,65,2.0,1072.0,12.5,0.47,0.043,0.167,11.7,20.0,15.7,10.1,1.1,2.4,12.0,14.6,0.6,0.9,1.5,0.066,-2.6,-0.8,-3.5,-0.4
2015,NBA,Lavoy Allen,allenla01,25.0,IND,C,63,0.0,1070.0,14.9,0.493,0.0,0.157,12.8,20.5,16.7,10.9,0.7,3.1,11.1,15.2,1.3,1.6,2.8,0.127,-0.5,0.5,0.0,0.6
2016,NBA,Lavoy Allen,allenla01,26.0,IND,PF,79,28.0,1599.0,12.4,0.532,0.0,0.197,11.1,17.8,14.5,7.1,0.8,2.1,14.6,13.0,1.6,2.1,3.7,0.11,-1.7,0.1,-1.6,0.2
2017,NBA,Lavoy Allen,allenla01,27.0,IND,PF,61,5.0,871.0,11.6,0.485,0.006,0.196,13.7,14.5,14.1,9.1,1.0,2.4,13.7,10.9,0.9,0.8,1.7,0.093,-1.5,-0.2,-1.7,0.1
2004,NBA,Malik Allen,allenma01,25.0,MIA,PF,45,6.0,616.0,10.5,0.449,0.0,0.167,7.9,14.7,11.3,4.7,1.1,3.6,11.3,18.3,-0.1,0.8,0.7,0.051,-3.7,-0.1,-3.8,-0.3
2005,NBA,Malik Allen,allenma01,26.0,2TM,PF,36,1.0,519.0,14.2,0.512,0.0,0.158,9.0,13.3,11.0,5.7,0.9,3.2,8.7,18.1,0.6,0.5,1.1,0.1,-1.0,-0.7,-1.8,0.0
2006,NBA,Malik Allen,allenma01,27.0,CHI,PF,54,20.0,701.0,11.5,0.504,0.004,0.154,7.2,15.7,11.5,4.9,1.0,1.8,11.4,19.2,0.0,1.0,1.0,0.068,-3.0,0.3,-2.7,-0.1
2007,NBA,Malik Allen,allenma01,28.0,CHI,PF,60,1.0,638.0,10.4,0.443,0.004,0.132,7.6,13.7,10.6,4.2,1.4,2.0,7.1,20.5,-0.2,1.1,1.0,0.073,-3.9,0.5,-3.4,-0.2
2008,NBA,Malik Allen,allenma01,29.0,2TM,PF,73,16.0,1096.0,9.8,0.5,0.006,0.076,7.0,13.6,10.4,6.8,0.9,2.2,11.7,16.1,0.1,0.9,1.0,0.045,-3.4,0.0,-3.5,-0.4
2009,NBA,Malik Allen,allenma01,30.0,MIL,PF,49,3.0,579.0,7.3,0.435,0.006,0.124,6.8,14.5,10.5,9.5,0.6,1.7,10.0,15.4,-0.2,0.5,0.3,0.024,-4.2,-0.2,-4.5,-0.4
2010,NBA,Malik Allen,allenma01,31.0,DEN,PF,51,3.0,456.0,5.9,0.431,0.052,0.112,9.2,11.5,10.4,5.1,1.2,0.8,15.3,14.0,-0.3,0.3,0.1,0.009,-4.7,-1.0,-5.7,-0.4
2011,NBA,Malik Allen,allenma01,32.0,ORL,PF,18,0.0,178.0,3.3,0.361,0.0,0.065,8.1,12.8,10.5,3.3,0.3,1.7,8.6,9.1,-0.1,0.2,0.2,0.046,-5.8,0.5,-5.4,-0.2
2004,NBA,Ray Allen,allenra02,28.0,SEA,SG,56,56.0,2152.0,21.7,0.566,0.372,0.266,3.8,11.8,7.8,23.3,1.8,0.4,12.1,27.8,6.5,0.4,6.9,0.153,5.5,-1.5,4.0,3.2
2005,NBA,Ray Allen,allenra02,29.0,SEA,SG,78,78.0,3064.0,20.9,0.555,0.372,0.286,3.2,10.7,6.9,18.1,1.5,0.1,9.2,28.0,9.7,1.0,10.7,0.168,5.3,-1.2,4.1,4.8
2006,NBA,Ray Allen,allenra02,30.0,SEA,SG,78,78.0,3022.0,22.2,0.59,0.435,0.239,2.8,10.6,6.6,17.2,1.8,0.4,10.2,27.4,9.8,-0.3,9.5,0.15,6.4,-2.0,4.4,4.9
2007,NBA,Ray Allen,allenra02,31.0,SEA,SG,55,55.0,2219.0,21.6,0.564,0.384,0.268,3.1,10.4,6.7,19.0,1.9,0.4,10.7,29.5,5.4,0.9,6.3,0.136,5.0,-1.3,3.7,3.2
2008,NBA,Ray Allen,allenra02,32.0,BOS,SG,73,73.0,2624.0,16.4,0.584,0.458,0.24,3.6,8.3,6.1,14.6,1.3,0.5,10.4,21.6,5.6,4.1,9.7,0.177,2.9,0.2,3.0,3.3
2009,NBA,Ray Allen,allenra02,33.0,BOS,SG,79,79.0,2876.0,17.3,0.624,0.467,0.239,2.9,8.6,5.9,12.6,1.3,0.4,10.4,20.8,7.4,3.7,11.1,0.186,3.7,0.3,4.0,4.3
2010,NBA,Ray Allen,allenra02,34.0,BOS,SG,80,80.0,2819.0,15.2,0.601,0.41,0.26,2.0,8.8,5.5,12.3,1.2,0.7,10.6,20.2,5.1,2.9,7.9,0.135,1.5,-0.3,1.2,2.3
2011,NBA,Ray Allen,allenra02,35.0,BOS,SG,80,80.0,2890.0,16.4,0.615,0.387,0.224,2.3,9.0,5.8,12.7,1.4,0.4,9.8,19.8,5.8,4.2,10.0,0.166,2.3,0.6,2.9,3.6
2012,NBA,Ray Allen,allenra02,36.0,BOS,SG,46,42.0,1565.0,14.8,0.607,0.475,0.215,1.1,9.2,5.3,11.8,1.7,0.4,11.2,18.6,2.5,2.2,4.7,0.145,1.5,0.7,2.2,1.6
2013,NBA,Ray Allen,allenra02,37.0,MIA,SG,79,0.0,2035.0,14.7,0.599,0.51,0.243,2.6,10.1,6.6,10.2,1.7,0.6,12.5,19.3,3.4,1.9,5.4,0.126,1.1,-0.8,0.3,1.2
2014,NBA,Ray Allen,allenra02,38.0,MIA,SG,73,9.0,1936.0,12.8,0.59,0.569,0.214,1.6,11.4,6.7,11.1,1.5,0.4,12.4,16.8,2.5,1.5,4.1,0.101,0.5,-0.9,-0.4,0.8
2024,NBA,Timmy Allen,allenti01,24.0,MEM,SF,5,0.0,125.0,0.8,0.272,0.304,0.087,3.4,11.8,7.4,5.4,1.6,0.0,7.7,8.9,-0.2,0.1,-0.1,-0.041,-10.3,-0.7,-11.1,-0.3
2005,NBA,Tony Allen,allento01,23.0,BOS,SG,77,34.0,1262.0,14.7,0.542,0.08,0.393,8.0,12.3,10.2,8.2,3.1,1.4,14.5,18.9,1.2,1.6,2.7,0.103,-0.7,0.8,0.1,0.7
2006,NBA,Tony Allen,allento01,24.0,BOS,PG,51,9.0,978.0,12.9,0.554,0.124,0.489,4.1,9.6,6.9,11.2,2.7,1.4,16.8,18.8,0.6,1.0,1.7,0.082,-2.3,0.9,-1.4,0.1
2007,NBA,Tony Allen,allento01,25.0,BOS,SG,33,18.0,805.0,17.0,0.596,0.127,0.517,5.1,13.6,9.2,12.5,3.2,1.2,19.1,22.1,0.8,1.1,1.9,0.111,-0.2,1.2,1.0,0.6
2008,NBA,Tony Allen,allento01,26.0,BOS,SG,75,11.0,1373.0,10.7,0.527,0.147,0.465,3.1,11.0,7.3,13.1,2.4,1.3,18.9,19.6,-0.1,2.8,2.7,0.093,-3.4,1.7,-1.7,0.1
2009,NBA,Tony Allen,allento01,27.0,BOS,SG,46,2.0,887.0,12.9,0.541,0.095,0.384,3.2,10.7,7.1,12.0,3.2,2.1,18.8,21.5,-0.2,1.8,1.6,0.085,-2.4,2.5,0.1,0.5
2010,NBA,Tony Allen,allento01,28.0,BOS,SG,54,8.0,889.0,14.2,0.54,0.02,0.47,7.4,12.5,10.0,13.0,3.5,1.7,17.8,19.6,0.2,1.6,1.9,0.1,-1.8,2.2,0.4,0.5
2011,NBA,Tony Allen,allento01,29.0,MEM,SG,72,31.0,1494.0,18.4,0.562,0.047,0.37,5.5,9.9,7.7,10.9,4.5,2.4,13.1,19.9,2.0,2.7,4.7,0.152,0.1,3.5,3.6,2.1
2012,NBA,Tony Allen,allento01,30.0,MEM,SG,58,57.0,1525.0,15.7,0.541,0.058,0.391,7.4,10.6,8.9,8.3,3.6,1.8,15.2,18.4,1.7,2.5,4.2,0.131,-0.6,2.3,1.7,1.4
2013,NBA,Tony Allen,allento01,31.0,MEM,SG,79,79.0,2109.0,13.2,0.489,0.038,0.293,6.6,13.8,10.2,7.6,3.1,1.7,11.5,17.8,1.0,4.1,5.1,0.115,-2.0,2.4,0.4,1.2
2014,NBA,Tony Allen,allento01,32.0,MEM,SG,55,28.0,1278.0,15.6,0.531,0.114,0.293,7.3,12.0,9.6,11.7,3.8,1.2,16.2,20.1,0.5,2.1,2.7,0.1,-1.1,2.1,1.0,1.0
2015,NBA,Tony Allen,allento01,33.0,MEM,SG,63,41.0,1648.0,14.6,0.528,0.064,0.277,7.2,12.2,9.7,8.1,4.1,1.5,14.4,16.6,0.9,3.2,4.1,0.119,-1.5,3.1,1.6,1.5
2016,NBA,Tony Allen,allento01,34.0,MEM,SG,64,57.0,1620.0,12.9,0.505,0.09,0.294,7.0,14.1,10.4,6.9,3.5,1.0,12.8,16.8,0.5,1.9,2.4,0.072,-2.2,1.2,-1.0,0.4
2017,NBA,Tony Allen,allento01,35.0,MEM,SG,71,66.0,1914.0,13.3,0.493,0.091,0.218,9.6,13.8,11.7,8.4,3.1,1.4,13.3,17.9,0.2,2.9,3.1,0.077,-2.0,1.1,-1.0,0.5
2018,NBA,Tony Allen,allento01,36.0,NOP,SF,22,0.0,273.0,8.7,0.514,0.132,0.231,8.2,10.4,9.3,4.6,1.9,0.9,15.9,18.9,-0.2,0.2,0.1,0.017,-5.2,-0.3,-5.5,-0.2
2008,NBA,Lance Allred,allrela01,26.0,CLE,C,3,0.0,10.0,-1.0,0.307,0.0,0.5,0.0,11.8,5.7,0.0,0.0,0.0,0.0,22.1,0.0,0.0,0.0,-0.125,-8.1,-3.0,-11.1,0.0
2008,NBA,Morris Almond,almonmo01,22.0,UTA,SG,9,0.0,39.0,2.0,0.368,0.267,0.4,0.0,6.2,3.1,10.5,1.3,0.0,10.2,22.5,-0.1,0.0,-0.1,-0.081,-9.1,-2.9,-12.0,-0.1
2009,NBA,Morris Almond,almonmo01,23.0,UTA,SG,25,1.0,255.0,7.3,0.498,0.21,0.321,4.2,12.6,8.4,4.2,0.8,1.2,14.8,19.1,-0.1,0.2,0.1,0.01,-4.5,-1.8,-6.3,-0.3
2012,NBA,Morris Almond,almonmo01,26.0,WAS,SG,4,0.0,67.0,8.7,0.382,0.176,0.176,1.7,11.9,6.7,4.4,5.4,0.0,5.2,12.9,-0.1,0.1,0.0,0.032,-6.0,4.2,-1.8,0.0
2004,NBA,Rafer Alston,alstora01,27.0,MIA,PG,82,28.0,2581.0,13.7,0.509,0.568,0.175,1.2,9.1,5.1,24.9,2.4,0.6,13.5,17.3,3.1,2.8,5.9,0.11,0.2,0.7,0.9,1.9
2005,NBA,Rafer Alston,alstora01,28.0,TOR,PG,80,78.0,2717.0,16.5,0.522,0.399,0.265,1.7,10.1,5.8,31.7,2.2,0.2,13.5,21.2,3.8,1.7,5.5,0.098,1.4,-0.5,0.9,2.0
2006,NBA,Rafer Alston,alstora01,29.0,HOU,PG,63,63.0,2431.0,12.6,0.475,0.423,0.194,1.8,10.4,6.1,30.8,2.3,0.5,16.4,18.8,0.2,3.1,3.4,0.067,-1.0,0.6,-0.4,1.0
2007,NBA,Rafer Alston,alstora01,30.0,HOU,PG,82,82.0,3040.0,12.9,0.496,0.519,0.174,1.1,9.5,5.3,24.1,2.2,0.3,13.4,19.4,1.7,4.9,6.6,0.104,-0.7,1.3,0.6,2.0
2008,NBA,Rafer Alston,alstora01,31.0,HOU,PG,74,74.0,2526.0,13.2,0.492,0.44,0.148,1.3,10.2,5.8,25.2,2.1,0.5,14.0,20.7,1.0,4.0,5.0,0.095,-0.5,1.0,0.5,1.6
2009,NBA,Rafer Alston,alstora01,32.0,2TM,PG,77,76.0,2447.0,13.8,0.494,0.404,0.254,1.6,8.8,5.3,27.0,2.3,0.3,13.3,19.9,1.7,3.7,5.3,0.104,-0.3,1.1,0.8,1.8
2010,NBA,Rafer Alston,alstora01,33.0,2TM,PG,52,38.0,1421.0,8.2,0.443,0.377,0.182,1.0,9.7,5.3,20.2,1.9,0.5,16.5,18.8,-1.6,1.2,-0.4,-0.013,-3.3,-0.5,-3.8,-0.6
2022,NBA,Jose Alvarado,alvarjo01,23.0,NOP,PG,54,1.0,834.0,16.4,0.52,0.374,0.18,3.2,10.2,6.6,26.9,4.2,0.8,11.2,18.4,1.0,1.1,2.1,0.121,-0.5,2.4,1.9,0.8
2023,NBA,Jose Alvarado,alvarjo01,24.0,NOP,PG,61,10.0,1310.0,11.8,0.525,0.505,0.164,2.4,9.8,6.1,19.9,2.5,0.7,13.4,19.8,0.1,1.7,1.8,0.066,-2.0,0.7,-1.2,0.3
2024,NBA,Jose Alvarado,alvarjo01,25.0,NOP,PG,56,0.0,1028.0,12.5,0.54,0.6,0.151,2.7,11.0,6.9,15.3,2.8,1.4,9.8,17.3,0.6,1.5,2.1,0.097,-1.5,1.5,-0.1,0.5
2025,NBA,Jose Alvarado,alvarjo01,26.0,NOP,PG,56,23.0,1366.0,13.4,0.523,0.593,0.142,2.1,8.9,5.4,27.3,2.6,1.0,13.4,19.8,0.7,0.5,1.2,0.043,-0.6,-0.8,-1.4,0.2
2011,NBA,Al-Farouq Aminu,aminual01,20.0,LAC,SF,81,14.0,1452.0,9.6,0.499,0.352,0.293,6.1,15.4,10.8,6.4,2.1,1.3,18.3,17.3,-0.8,1.4,0.7,0.022,-2.7,-0.1,-2.8,-0.3
2012,NBA,Al-Farouq Aminu,aminual01,21.0,NOH,SF,66,21.0,1477.0,10.6,0.481,0.129,0.312,7.8,16.9,12.4,7.2,2.2,1.9,18.0,16.2,-0.4,1.8,1.4,0.044,-2.9,0.7,-2.2,-0.1
2013,NBA,Al-Farouq Aminu,aminual01,22.0,NOH,SF,76,71.0,2066.0,13.7,0.519,0.04,0.289,7.9,26.2,16.9,7.8,2.4,2.1,17.8,14.6,0.7,2.4,3.1,0.073,-1.3,1.2,-0.1,1.0
2014,NBA,Al-Farouq Aminu,aminual01,23.0,NOP,SF,80,65.0,2045.0,13.2,0.516,0.097,0.277,7.2,21.2,14.1,8.4,2.1,1.6,13.7,14.3,1.3,1.8,3.1,0.072,-0.9,0.3,-0.6,0.7
2015,NBA,Al-Farouq Aminu,aminual01,24.0,DAL,SF,74,3.0,1366.0,14.4,0.504,0.347,0.331,9.1,18.4,13.7,6.1,2.6,3.7,11.9,15.2,1.2,2.0,3.3,0.115,-0.7,1.5,0.7,1.0
2016,NBA,Al-Farouq Aminu,aminual01,25.0,POR,SF,82,82.0,2341.0,12.7,0.533,0.485,0.217,4.5,18.6,11.5,8.8,1.5,1.8,13.2,16.9,1.7,2.3,4.0,0.082,-0.2,0.2,0.1,1.2
2017,NBA,Al-Farouq Aminu,aminual01,26.0,POR,PF,61,25.0,1773.0,11.3,0.506,0.455,0.292,4.8,23.5,14.1,7.9,1.7,2.0,15.2,15.4,-0.1,2.0,1.9,0.051,-1.4,0.4,-1.1,0.4
2018,NBA,Al-Farouq Aminu,aminual01,27.0,POR,PF,69,67.0,2072.0,12.0,0.522,0.582,0.137,5.2,22.3,13.8,5.8,1.9,1.6,11.3,14.8,0.9,3.2,4.2,0.097,-0.7,1.1,0.4,1.3
2019,NBA,Al-Farouq Aminu,aminual01,28.0,POR,PF,81,81.0,2292.0,13.2,0.568,0.472,0.292,5.3,22.6,14.2,6.0,1.4,1.2,9.7,13.7,3.0,2.8,5.8,0.121,0.1,0.6,0.7,1.5
2020,NBA,Al-Farouq Aminu,aminual01,29.0,ORL,PF,18,2.0,380.0,7.6,0.395,0.419,0.337,6.6,18.4,12.3,7.4,2.3,1.9,14.7,13.2,-0.4,0.5,0.1,0.014,-4.4,1.4,-3.0,-0.1
2021,NBA,Al-Farouq Aminu,aminual01,30.0,2TM,PF,23,14.0,434.0,8.9,0.469,0.374,0.222,5.1,21.9,13.3,10.1,2.1,1.9,20.5,13.6,-0.4,0.5,0.1,0.01,-4.9,1.1,-3.8,-0.2
2007,NBA,Lou Amundson,amundlo01,24.0,2TM,PF,11,0.0,89.0,9.6,0.412,0.0,0.667,17.6,20.2,18.9,1.7,0.6,6.9,20.5,12.7,-0.1,0.1,0.1,0.039,-4.6,-0.3,-4.8,-0.1
2008,NBA,Lou Amundson,amundlo01,25.0,PHI,PF,16,0.0,64.0,7.4,0.472,0.0,0.438,12.9,9.4,11.1,0.0,0.8,1.2,9.5,14.9,0.0,0.0,0.1,0.043,-6.3,-2.1,-8.5,-0.1
2009,NBA,Lou Amundson,amundlo01,26.0,PHO,PF,76,0.0,1044.0,13.3,0.53,0.004,0.48,14.9,15.3,15.1,3.7,1.5,4.6,15.6,15.1,0.8,1.0,1.8,0.082,-2.2,-0.3,-2.5,-0.1
2010,NBA,Lou Amundson,amundlo01,27.0,PHO,PF,79,0.0,1168.0,14.4,0.562,0.004,0.446,13.1,19.9,16.7,3.7,1.0,4.4,14.7,14.6,1.5,1.3,2.9,0.118,-1.5,0.4,-1.1,0.3
2011,NBA,Lou Amundson,amundlo01,28.0,GSW,PF,46,7.0,691.0,11.5,0.452,0.0,0.475,13.0,17.4,15.2,3.5,1.0,3.6,9.8,15.7,0.2,0.5,0.6,0.044,-3.1,-1.4,-4.5,-0.4
2012,NBA,Lou Amundson,amundlo01,29.0,IND,PF,60,0.0,753.0,11.5,0.438,0.0,0.396,14.1,19.0,16.6,3.0,1.9,4.6,15.6,17.3,-0.3,1.3,1.0,0.062,-4.0,0.1,-4.0,-0.4
2013,NBA,Lou Amundson,amundlo01,30.0,3TM,PF,39,0.0,372.0,9.3,0.392,0.0,0.444,14.7,18.7,16.7,4.5,2.3,2.6,16.4,14.2,-0.3,0.4,0.1,0.019,-4.2,0.0,-4.2,-0.2
2014,NBA,Lou Amundson,amundlo01,31.0,2TM,PF,19,0.0,185.0,9.1,0.446,0.0,0.75,17.3,17.2,17.3,4.7,2.5,5.0,24.8,13.9,-0.1,0.2,0.1,0.024,-6.6,0.1,-6.5,-0.2
2015,NBA,Lou Amundson,amundlo01,32.0,2TM,PF,53,35.0,937.0,11.8,0.442,0.004,0.341,11.3,22.0,16.5,12.2,1.2,4.6,17.5,17.4,-0.6,0.9,0.3,0.017,-4.1,-0.2,-4.3,-0.5
