season,lg,player,player_id,age,team,pos,g,gs,mp,fg_per_36_min,fga_per_36_min,fg_percent,x3p_per_36_min,x3pa_per_36_min,x3p_percent,x2p_per_36_min,x2pa_per_36_min,x2p_percent,e_fg_percent,ft_per_36_min,fta_per_36_min,ft_percent,orb_per_36_min,drb_per_36_min,trb_per_36_min,ast_per_36_min,stl_per_36_min,blk_per_36_min,tov_per_36_min,pf_per_36_min,pts_per_36_min
2015,NBA,Miles Plumlee,plumlmi01,26.0,2TM,C,73,28.0,1194,4.1,7.7,0.535,0.0,0.0,,4.1,7.7,0.535,0.535,0.7,1.4,0.478,3.4,6.3,9.6,1.0,1.2,2.0,1.5,3.3,8.9
2016,NBA,Miles Plumlee,plumlmi01,27.0,MIL,C,61,14.0,870,5.8,9.6,0.601,0.0,0.0,,5.8,9.6,0.601,0.601,1.4,2.4,0.576,3.9,5.7,9.6,0.7,0.9,2.1,1.7,3.0,13.0
2017,NBA,Miles Plumlee,plumlmi01,28.0,2TM,C,45,12.0,484,3.3,6.8,0.478,0.0,0.0,,3.3,6.8,0.478,0.478,1.9,2.9,0.641,2.8,4.2,7.1,1.6,1.3,1.0,2.2,5.4,8.4
2018,NBA,Miles Plumlee,plumlmi01,29.0,ATL,C,55,35.0,918,4.1,7.1,0.583,0.0,0.0,,4.1,7.1,0.583,0.583,1.1,2.4,0.45,3.0,5.9,8.9,1.8,0.7,1.2,2.5,3.1,9.3
2019,NBA,Miles Plumlee,plumlmi01,30.0,ATL,C,18,0.0,173,6.7,10.0,0.667,0.0,0.0,,6.7,10.0,0.667,0.667,3.3,6.2,0.533,3.3,4.8,8.1,3.5,1.2,0.8,2.1,2.9,16.6
2005,NBA,Pavel Podkolzin,podkopa01,20.0,DAL,C,5,0.0,10,0.0,0.0,,0.0,0.0,,0.0,0.0,,,3.6,7.2,0.5,0.0,7.2,7.2,0.0,0.0,0.0,7.2,14.4,3.6
2006,NBA,Pavel Podkolzin,podkopa01,21.0,DAL,C,1,0.0,18,0.0,4.0,0.0,0.0,0.0,,0.0,4.0,0.0,0.0,6.0,12.0,0.5,0.0,14.0,14.0,0.0,0.0,2.0,4.0,0.0,6.0
2024,NBA,Brandin Podziemski,podzibr01,20.0,GSW,SG,74,28.0,1968,5.0,10.9,0.454,1.6,4.3,0.385,3.3,6.6,0.499,0.529,0.9,1.4,0.633,2.2,5.7,7.8,5.0,1.1,0.3,1.6,2.2,12.5
2025,NBA,Brandin Podziemski,podzibr01,21.0,GSW,SG,64,33.0,1716,5.9,13.2,0.445,2.4,6.5,0.372,3.5,6.7,0.516,0.537,1.5,2.0,0.758,1.4,5.5,6.8,4.6,1.4,0.3,1.6,2.0,15.7
2017,NBA,Jakob Poeltl,poeltja01,21.0,TOR,C,54,4.0,626,3.9,6.6,0.583,0.0,0.0,,3.9,6.6,0.583,0.583,1.8,3.3,0.544,4.5,5.0,9.5,0.7,1.0,1.2,1.7,6.5,9.5
2018,NBA,Jakob Poeltl,poeltja01,22.0,TOR,C,82,0.0,1524,6.0,9.1,0.659,0.0,0.0,0.5,6.0,9.0,0.66,0.66,1.4,2.4,0.594,3.9,5.4,9.3,1.3,0.9,2.4,2.0,5.0,13.4
2019,NBA,Jakob Poeltl,poeltja01,23.0,SAS,C,77,24.0,1273,5.3,8.2,0.645,0.0,0.0,,5.3,8.2,0.645,0.645,1.4,2.6,0.533,5.0,6.6,11.6,2.6,0.8,1.9,1.4,3.5,12.0
2020,NBA,Jakob Poeltl,poeltja01,24.0,SAS,C,66,18.0,1171,5.1,8.2,0.624,0.0,0.0,,5.1,8.2,0.624,0.624,1.2,2.6,0.465,4.0,7.5,11.5,3.6,1.1,2.9,1.7,3.9,11.4
2021,NBA,Jakob Poeltl,poeltja01,25.0,SAS,C,69,51.0,1845,5.2,8.4,0.616,0.0,0.0,,5.2,8.4,0.616,0.616,1.2,2.4,0.508,4.3,6.4,10.7,2.6,0.9,2.4,1.6,3.4,11.6
2022,NBA,Jakob Poeltl,poeltja01,26.0,SAS,C,68,67.0,1970,7.5,12.1,0.618,0.0,0.0,1.0,7.5,12.1,0.618,0.619,1.7,3.5,0.495,4.8,6.8,11.6,3.5,0.8,2.2,2.0,3.9,16.7
2023,NBA,Jakob Poeltl,poeltja01,27.0,2TM,C,72,71.0,1906,7.3,11.7,0.629,0.0,0.0,0.0,7.3,11.7,0.63,0.629,2.2,3.8,0.592,4.5,7.9,12.3,3.7,1.2,1.6,2.4,3.7,16.9
2024,NBA,Jakob Poeltl,poeltja01,28.0,TOR,C,50,50.0,1319,6.8,10.3,0.656,0.0,0.0,,6.8,10.3,0.656,0.656,1.6,2.9,0.551,4.0,7.7,11.7,3.5,1.0,2.1,2.1,4.1,15.1
2025,NBA,Jakob Poeltl,poeltja01,29.0,TOR,C,57,56.0,1686,7.8,12.4,0.627,0.0,0.1,0.333,7.7,12.3,0.628,0.628,2.1,3.1,0.674,4.0,7.6,11.7,3.4,1.4,1.5,2.4,3.8,17.6
2020,NBA,Vincent Poirier,poirivi01,26.0,BOS,C,22,0.0,130,4.7,10.0,0.472,0.3,0.6,0.5,4.4,9.4,0.471,0.486,1.7,1.9,0.857,3.6,8.3,11.9,2.2,0.6,2.5,2.2,6.9,11.4
2021,NBA,Vincent Poirier,poirivi01,27.0,PHI,C,10,0.0,39,2.8,11.1,0.25,0.0,0.9,0.0,2.8,10.2,0.273,0.25,1.8,5.5,0.333,5.5,7.4,12.9,1.8,0.0,2.8,3.7,7.4,7.4
2021,NBA,Aleksej Pokusevski,pokusal01,19.0,OKC,PF,45,28.0,1090,4.6,13.5,0.341,1.9,6.8,0.28,2.7,6.6,0.403,0.412,1.0,1.4,0.738,1.0,6.0,7.0,3.2,0.7,1.4,3.3,1.9,12.1
2022,NBA,Aleksej Pokusevski,pokusal01,20.0,OKC,PF,61,12.0,1233,5.4,13.3,0.408,1.7,5.8,0.289,3.8,7.6,0.498,0.47,1.0,1.5,0.7,2.1,7.2,9.3,3.8,1.1,1.1,2.7,2.6,13.5
2023,NBA,Aleksej Pokusevski,pokusal01,21.0,OKC,PF,34,25.0,701,5.5,12.8,0.434,2.0,5.3,0.365,3.6,7.4,0.483,0.51,1.1,1.8,0.629,2.3,5.9,8.2,3.3,1.0,2.2,2.2,3.0,14.2
2024,NBA,Aleksej Pokusevski,pokusal01,22.0,2TM,PF,28,0.0,405,4.4,10.8,0.405,1.6,4.9,0.327,2.8,5.9,0.47,0.479,2.7,3.6,0.732,1.5,6.4,7.9,3.1,1.3,1.2,1.7,2.0,13.0
2004,NBA,Scot Pollard,pollasc01,28.0,IND,C,61,3.0,678,2.5,6.1,0.412,0.0,0.0,,2.5,6.1,0.412,0.412,0.6,1.1,0.571,3.6,5.2,8.7,0.5,1.2,1.4,1.2,5.8,5.6
2005,NBA,Scot Pollard,pollasc01,29.0,IND,C,49,17.0,865,3.3,7.0,0.473,0.0,0.0,,3.3,7.0,0.473,0.473,1.4,2.0,0.673,3.5,5.0,8.5,0.7,1.2,1.0,1.3,5.1,7.9
2006,NBA,Scot Pollard,pollasc01,30.0,IND,C,45,32.0,771,3.3,7.2,0.455,0.0,0.0,,3.3,7.2,0.455,0.455,1.4,1.8,0.763,3.4,6.8,10.2,1.1,1.7,0.9,1.2,5.4,7.9
2007,NBA,Scot Pollard,pollasc01,31.0,CLE,C,24,0.0,109,3.6,8.6,0.423,0.0,0.0,,3.6,8.6,0.423,0.423,0.7,1.3,0.5,5.0,5.3,10.2,1.0,1.3,0.3,1.3,8.9,7.9
2008,NBA,Scot Pollard,pollasc01,32.0,BOS,C,22,0.0,173,2.5,4.8,0.522,0.0,0.0,,2.5,4.8,0.522,0.522,3.1,4.6,0.682,2.9,4.8,7.7,0.6,0.6,1.2,1.0,8.9,8.1
2004,NBA,Olden Polynice,polynol01,39.0,LAC,C,2,0.0,12,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,3.0,3.0,6.0,3.0,3.0,0.0,12.0,6.0,0.0
2011,NBA,Quincy Pondexter,pondequ01,22.0,NOH,SF,66,6.0,734,3.6,8.8,0.406,0.9,2.5,0.36,2.7,6.4,0.423,0.456,1.2,1.7,0.706,1.1,3.2,4.3,1.4,0.8,0.5,0.8,3.1,9.2
2012,NBA,Quincy Pondexter,pondequ01,23.0,MEM,SF,64,8.0,1002,3.9,8.6,0.452,0.8,2.6,0.301,3.1,6.0,0.518,0.498,1.2,1.9,0.623,2.0,2.6,4.5,1.0,1.0,0.2,1.1,3.2,9.7
2013,NBA,Quincy Pondexter,pondequ01,24.0,MEM,SF,59,1.0,1243,3.7,8.7,0.428,1.7,4.4,0.395,2.0,4.3,0.463,0.528,1.7,2.2,0.787,1.2,2.6,3.8,1.8,1.0,0.2,1.2,2.8,10.9
2014,NBA,Quincy Pondexter,pondequ01,25.0,MEM,SG,15,2.0,270,4.1,10.5,0.392,1.5,4.5,0.324,2.7,6.0,0.444,0.462,2.8,3.5,0.808,1.3,2.1,3.5,2.7,0.7,0.1,2.0,2.4,12.5
2015,NBA,Quincy Pondexter,pondequ01,26.0,2TM,SG,75,30.0,1793,3.8,9.0,0.421,1.8,4.9,0.373,1.9,4.1,0.478,0.522,1.4,1.9,0.74,1.1,2.9,3.9,1.9,0.4,0.5,1.0,3.0,10.8
2018,NBA,Quincy Pondexter,pondequ01,29.0,CHI,SF,23,1.0,196,2.6,9.0,0.286,0.6,4.0,0.136,2.0,5.0,0.407,0.316,2.6,3.1,0.824,1.5,3.5,5.0,1.7,1.5,0.4,2.0,4.4,8.3
2019,NBA,Quincy Pondexter,pondequ01,30.0,SAS,SF,53,0.0,292,3.6,7.2,0.5,0.7,2.2,0.333,2.8,4.9,0.575,0.552,4.2,5.2,0.81,1.0,4.7,5.7,3.0,1.4,0.1,1.6,3.0,12.1
2020,NBA,Shamorie Ponds,pondssh01,21.0,TOR,PG,4,0.0,11,9.8,16.4,0.6,3.3,6.5,0.5,6.5,9.8,0.667,0.7,6.5,6.5,1.0,0.0,3.3,3.3,6.5,0.0,3.3,0.0,6.5,29.5
2022,NBA,Yves Pons,ponsyv01,22.0,MEM,SF,12,0.0,71,2.5,8.1,0.313,1.5,4.6,0.333,1.0,3.5,0.286,0.406,0.0,1.0,0.0,2.5,3.5,6.1,0.5,0.5,2.0,0.5,3.0,6.6
2020,NBA,Jordan Poole,poolejo01,20.0,GSW,SG,57,14.0,1274,4.7,14.2,0.333,2.1,7.5,0.279,2.6,6.7,0.392,0.406,2.7,3.4,0.798,0.3,3.1,3.3,3.8,1.0,0.3,2.1,2.7,14.2
2021,NBA,Jordan Poole,poolejo01,21.0,GSW,SG,51,7.0,988,7.5,17.3,0.432,3.5,10.1,0.351,3.9,7.2,0.545,0.535,3.8,4.3,0.882,0.5,2.8,3.4,3.6,0.9,0.3,1.9,3.1,22.3
2022,NBA,Jordan Poole,poolejo01,22.0,GSW,SG,76,51.0,2283,7.5,16.7,0.448,3.3,9.1,0.364,4.1,7.5,0.55,0.548,3.9,4.2,0.925,0.5,3.6,4.1,4.8,0.9,0.4,2.9,3.2,22.2
2023,NBA,Jordan Poole,poolejo01,23.0,GSW,PG,82,43.0,2458,8.1,18.7,0.43,3.1,9.3,0.336,4.9,9.4,0.524,0.514,5.3,6.1,0.87,0.5,2.8,3.3,5.4,0.9,0.3,3.7,3.1,24.5
2024,NBA,Jordan Poole,poolejo01,24.0,WAS,SG,78,66.0,2346,7.5,18.2,0.413,2.8,8.7,0.326,4.7,9.5,0.492,0.491,2.9,3.4,0.877,0.5,2.8,3.3,5.3,1.3,0.4,2.9,3.7,20.8
2025,NBA,Jordan Poole,poolejo01,25.0,WAS,SG,68,68.0,2001,8.2,19.0,0.432,4.2,11.2,0.378,4.0,7.8,0.51,0.544,4.4,4.9,0.883,0.6,3.1,3.7,5.5,1.5,0.5,3.7,3.6,25.0
2004,NBA,Mark Pope,popema01,31.0,DEN,PF,4,0.0,20,1.8,3.6,0.5,0.0,0.0,,1.8,3.6,0.5,0.5,0.0,1.8,0.0,0.0,5.4,5.4,0.0,1.8,0.0,5.4,14.4,3.6
2005,NBA,Mark Pope,popema01,32.0,DEN,PF,9,0.0,27,2.7,8.0,0.333,0.0,0.0,,2.7,8.0,0.333,0.333,0.0,0.0,,6.7,4.0,10.7,1.3,1.3,2.7,1.3,6.7,5.3
2024,NBA,Craig Porter Jr.,portecr01,23.0,CLE,PG,51,6.0,649,6.4,12.6,0.509,0.7,1.9,0.353,5.8,10.8,0.536,0.535,2.3,3.1,0.732,1.2,4.9,6.0,6.5,1.2,0.8,2.5,2.2,15.8
2025,NBA,Craig Porter Jr.,portecr01,24.0,CLE,PG,51,1.0,513,5.1,9.8,0.514,1.5,3.4,0.438,3.6,6.5,0.554,0.589,1.6,2.2,0.719,1.3,3.4,4.7,5.0,1.2,1.1,2.7,1.8,13.2
2021,NBA,Jontay Porter,portejo01,21.0,MEM,PF,11,0.0,54,5.3,10.0,0.533,2.0,5.3,0.375,3.3,4.7,0.714,0.633,2.0,3.3,0.6,2.7,6.7,9.3,0.7,2.0,0.7,4.7,8.0,14.7
2024,NBA,Jontay Porter,portejo01,24.0,TOR,PF,26,5.0,360,4.0,10.4,0.385,2.0,6.0,0.333,2.0,4.4,0.455,0.481,1.5,1.8,0.833,2.6,5.6,8.2,6.0,2.0,2.0,2.1,3.5,11.5
2020,NBA,Kevin Porter Jr.,porteke02,19.0,CLE,SF,50,3.0,1162,5.8,13.0,0.442,1.6,4.9,0.335,4.1,8.1,0.506,0.505,2.3,3.1,0.723,0.7,4.3,5.0,3.4,1.4,0.4,2.9,4.2,15.4
2021,NBA,Kevin Porter Jr.,porteke02,20.0,HOU,SG,26,23.0,835,6.7,15.8,0.425,2.2,6.9,0.311,4.6,8.9,0.515,0.493,3.0,4.1,0.734,0.9,3.4,4.3,7.1,0.8,0.3,3.9,2.6,18.6
2022,NBA,Kevin Porter Jr.,porteke02,21.0,HOU,PG,61,61.0,1907,6.3,15.3,0.415,2.9,7.8,0.375,3.4,7.5,0.456,0.511,2.3,3.6,0.642,0.8,4.2,5.0,7.1,1.3,0.4,3.6,2.9,17.9
2023,NBA,Kevin Porter Jr.,porteke02,22.0,HOU,PG,59,59.0,2024,7.0,15.7,0.442,2.5,6.8,0.366,4.4,8.9,0.501,0.522,3.7,4.7,0.784,1.4,4.2,5.6,6.0,1.5,0.3,3.3,2.8,20.1
2025,NBA,Kevin Porter Jr.,porteke02,24.0,2TM,SG,75,4.0,1482,7.1,15.8,0.449,1.3,4.3,0.311,5.8,11.5,0.501,0.492,3.2,4.1,0.769,1.0,5.7,6.8,6.2,2.0,0.3,3.3,2.9,18.7
2020,NBA,Michael Porter Jr.,portemi01,21.0,DEN,SF,55,8.0,903,7.8,15.3,0.509,2.5,5.9,0.422,5.3,9.4,0.564,0.59,2.4,2.9,0.833,2.6,7.7,10.3,1.8,1.1,1.0,2.0,4.0,20.4
2021,NBA,Michael Porter Jr.,portemi01,22.0,DEN,SF,61,54.0,1912,8.3,15.4,0.542,3.2,7.2,0.445,5.1,8.2,0.628,0.646,2.0,2.5,0.791,1.7,6.7,8.4,1.3,0.8,1.0,1.4,2.4,21.9
2022,NBA,Michael Porter Jr.,portemi01,23.0,DEN,SF,9,9.0,265,5.0,14.0,0.359,1.4,6.5,0.208,3.7,7.5,0.491,0.408,0.7,1.2,0.556,1.2,6.8,8.0,2.3,1.4,0.3,1.6,2.2,12.1
2023,NBA,Michael Porter Jr.,portemi01,24.0,DEN,SF,62,62.0,1798,8.0,16.4,0.487,3.8,9.1,0.414,4.2,7.3,0.579,0.602,1.9,2.4,0.8,1.3,5.5,6.8,1.3,0.7,0.6,1.4,2.4,21.6
2024,NBA,Michael Porter Jr.,portemi01,25.0,DEN,SF,81,81.0,2565,7.3,15.1,0.484,3.1,7.8,0.397,4.2,7.4,0.575,0.586,1.3,1.5,0.836,1.5,6.4,7.9,1.7,0.6,0.7,1.3,2.1,19.0
2025,NBA,Michael Porter Jr.,portemi01,26.0,DEN,SF,77,77.0,2593,7.3,14.5,0.504,2.7,6.8,0.395,4.7,7.8,0.599,0.596,2.1,2.7,0.768,1.9,5.6,7.5,2.3,0.7,0.5,1.4,2.2,19.4
2014,NBA,Otto Porter Jr.,porteot01,20.0,WAS,SF,37,0.0,319,3.7,10.3,0.363,0.5,2.4,0.19,3.3,7.9,0.414,0.385,0.9,1.4,0.667,2.4,4.1,6.4,1.1,0.9,0.1,1.6,2.9,8.8
2015,NBA,Otto Porter Jr.,porteot01,21.0,WAS,SF,74,13.0,1432,4.4,9.8,0.45,0.9,2.6,0.337,3.5,7.2,0.491,0.495,1.5,2.0,0.734,1.8,3.8,5.6,1.6,1.1,0.8,1.3,2.4,11.2
2016,NBA,Otto Porter Jr.,porteot01,22.0,WAS,SF,75,73.0,2276,5.4,11.3,0.473,1.6,4.2,0.367,3.8,7.1,0.536,0.541,1.5,2.0,0.754,1.5,4.7,6.2,1.9,1.7,0.5,1.1,2.6,13.8
2017,NBA,Otto Porter Jr.,porteot01,23.0,WAS,SF,80,80.0,2605,5.7,11.1,0.516,2.0,4.7,0.434,3.7,6.4,0.576,0.608,1.4,1.6,0.832,1.6,5.5,7.1,1.7,1.6,0.6,0.6,2.7,14.9
2018,NBA,Otto Porter Jr.,porteot01,24.0,WAS,SF,77,77.0,2432,6.6,13.1,0.503,2.0,4.6,0.441,4.5,8.5,0.537,0.581,1.6,1.9,0.828,1.5,5.8,7.3,2.3,1.7,0.6,1.1,2.2,16.8
2019,NBA,Otto Porter Jr.,porteot01,25.0,2TM,SF,56,43.0,1683,6.4,13.8,0.465,2.2,5.5,0.406,4.2,8.3,0.504,0.546,1.7,2.1,0.813,1.2,5.6,6.7,2.6,1.8,0.7,1.4,2.3,16.7
2020,NBA,Otto Porter Jr.,porteot01,26.0,CHI,SF,14,9.0,331,6.7,15.2,0.443,2.6,6.7,0.387,4.1,8.5,0.487,0.529,2.1,2.9,0.704,1.4,3.8,5.2,2.7,1.6,0.7,1.2,3.4,18.2
2021,NBA,Otto Porter Jr.,porteot01,27.0,2TM,SF,28,6.0,606,5.8,13.5,0.432,2.3,6.2,0.375,3.5,7.3,0.48,0.518,2.1,2.5,0.857,1.7,7.4,9.0,3.3,1.0,0.2,1.5,2.4,16.1
2022,NBA,Otto Porter Jr.,porteot01,28.0,GSW,PF,63,15.0,1396,5.0,10.7,0.464,2.1,5.6,0.37,2.9,5.2,0.565,0.56,1.3,1.6,0.803,2.2,7.1,9.3,2.4,1.8,0.7,1.0,2.1,13.3
2023,NBA,Otto Porter Jr.,porteot01,29.0,TOR,SF,8,2.0,146,3.7,7.4,0.5,1.5,4.2,0.353,2.2,3.2,0.692,0.6,2.0,2.0,1.0,1.5,3.2,4.7,2.0,2.7,0.0,1.0,1.7,10.8
2024,NBA,Otto Porter Jr.,porteot01,30.0,TOR,SF,15,1.0,174,2.9,6.8,0.424,1.7,4.8,0.348,1.2,2.1,0.6,0.545,0.6,0.6,1.0,1.2,4.8,6.0,1.7,1.0,1.0,0.4,3.9,8.1
2016,NBA,Bobby Portis,portibo01,20.0,CHI,PF,62,4.0,1102,6.1,14.2,0.427,0.5,1.7,0.308,5.6,12.5,0.443,0.445,1.6,2.2,0.727,4.0,7.0,11.0,1.7,0.8,0.7,1.8,3.3,14.2
2017,NBA,Bobby Portis,portibo01,21.0,CHI,PF,64,13.0,1000,6.6,13.5,0.488,1.2,3.5,0.333,5.4,10.0,0.541,0.531,1.4,2.1,0.661,2.7,8.0,10.7,1.3,0.6,0.4,1.3,3.4,15.7
2018,NBA,Bobby Portis,portibo01,22.0,CHI,PF,73,4.0,1643,8.4,17.8,0.471,1.8,4.9,0.359,6.6,12.9,0.514,0.52,2.6,3.4,0.769,3.5,7.4,10.9,2.7,1.1,0.5,2.3,2.8,21.1
2019,NBA,Bobby Portis,portibo01,23.0,2TM,PF,50,28.0,1299,7.7,17.4,0.444,2.1,5.3,0.393,5.7,12.1,0.467,0.504,2.1,2.7,0.794,3.0,8.1,11.2,2.0,1.0,0.6,2.1,4.0,19.7
2020,NBA,Bobby Portis,portibo01,24.0,NYK,PF,66,5.0,1393,6.8,15.2,0.45,1.7,4.8,0.358,5.1,10.4,0.493,0.507,1.8,2.4,0.763,2.1,6.7,8.7,2.5,0.8,0.5,1.9,2.8,17.3
2021,NBA,Bobby Portis,portibo01,25.0,MIL,C,66,7.0,1372,8.2,15.7,0.523,1.9,4.1,0.471,6.3,11.6,0.542,0.585,1.4,1.9,0.74,3.3,9.0,12.2,1.9,1.4,0.7,1.5,3.0,19.8
2022,NBA,Bobby Portis,portibo01,26.0,MIL,C,72,59.0,2028,7.4,15.5,0.479,2.4,6.0,0.393,5.0,9.5,0.533,0.555,1.5,2.0,0.752,3.2,8.5,11.7,1.5,0.9,0.9,1.6,3.1,18.7
2023,NBA,Bobby Portis,portibo01,27.0,MIL,PF,70,22.0,1818,7.9,15.9,0.496,1.9,5.1,0.37,6.0,10.8,0.555,0.555,1.9,2.5,0.768,3.0,10.3,13.3,2.1,0.6,0.3,1.6,2.3,19.5
2024,NBA,Bobby Portis,portibo01,28.0,MIL,PF,82,4.0,2008,8.4,16.5,0.508,1.8,4.4,0.407,6.6,12.0,0.545,0.562,1.8,2.2,0.79,2.5,8.3,10.9,1.9,1.2,0.6,1.6,3.4,20.3
2025,NBA,Bobby Portis,portibo01,29.0,MIL,PF,49,7.0,1244,8.0,17.2,0.466,1.9,5.2,0.365,6.1,12.1,0.508,0.52,1.8,2.1,0.836,2.6,9.3,11.9,3.0,1.0,0.8,1.6,2.7,19.7
2016,NBA,Kristaps Porziņģis,porzikr01,20.0,NYK,PF,72,72.0,2047,6.6,15.6,0.421,1.4,4.3,0.333,5.1,11.3,0.454,0.467,3.5,4.2,0.838,2.3,6.9,9.3,1.7,0.9,2.4,2.1,3.6,18.1
2017,NBA,Kristaps Porziņģis,porzikr01,21.0,NYK,PF,66,65.0,2164,7.4,16.4,0.45,1.9,5.2,0.357,5.5,11.2,0.493,0.507,3.3,4.2,0.786,1.8,6.1,7.9,1.6,0.8,2.1,2.0,4.1,19.9
2018,NBA,Kristaps Porziņģis,porzikr01,22.0,NYK,PF,48,48.0,1553,9.0,20.6,0.439,2.1,5.3,0.395,7.0,15.3,0.454,0.489,5.1,6.4,0.793,1.4,5.9,7.3,1.3,0.8,2.7,2.2,3.3,25.2
2020,NBA,Kristaps Porziņģis,porzikr01,24.0,DAL,C,57,57.0,1814,7.9,18.5,0.427,2.8,8.0,0.352,5.1,10.5,0.484,0.503,4.5,5.6,0.799,2.0,8.7,10.7,2.0,0.8,2.3,1.8,3.7,23.1
2021,NBA,Kristaps Porziņģis,porzikr01,25.0,DAL,C,43,43.0,1327,8.8,18.5,0.476,2.6,7.0,0.376,6.2,11.5,0.536,0.547,3.2,3.7,0.855,2.2,8.1,10.3,1.8,0.5,1.6,1.4,3.1,23.5
2022,NBA,Kristaps Porziņģis,porzikr01,26.0,2TM,PF,51,51.0,1481,8.6,18.6,0.459,1.9,6.1,0.31,6.7,12.5,0.532,0.51,6.0,7.0,0.867,2.5,7.5,10.0,2.9,0.9,2.0,2.0,3.3,25.0
2023,NBA,Kristaps Porziņģis,porzikr01,27.0,WAS,C,65,65.0,2120,8.6,17.3,0.498,2.3,6.0,0.385,6.3,11.2,0.559,0.565,6.0,7.1,0.851,1.9,7.3,9.3,3.0,1.0,1.7,2.3,3.3,25.6
2024,NBA,Kristaps Porziņģis,porzikr01,28.0,BOS,C,57,57.0,1690,8.3,16.0,0.516,2.3,6.2,0.375,5.9,9.8,0.606,0.589,5.5,6.4,0.858,2.1,6.6,8.7,2.4,0.9,2.4,1.9,3.3,24.4
2025,NBA,Kristaps Porziņģis,porzikr01,29.0,BOS,C,42,42.0,1210,8.2,17.1,0.483,3.1,7.4,0.412,5.2,9.6,0.537,0.572,4.8,5.9,0.809,2.0,6.4,8.4,2.6,0.9,1.9,1.6,3.5,24.3
2004,NBA,James Posey,poseyja01,27.0,MEM,SG,82,82.0,2451,5.4,11.3,0.478,1.6,4.3,0.386,3.8,7.1,0.533,0.551,4.1,4.9,0.83,1.4,4.6,5.9,1.8,2.0,0.6,1.6,3.6,16.5
2005,NBA,James Posey,poseyja01,28.0,MEM,SF,50,18.0,1382,3.3,9.3,0.357,1.4,4.6,0.309,1.9,4.6,0.404,0.434,2.5,2.9,0.865,1.2,4.5,5.7,2.3,1.3,0.6,1.8,3.5,10.5
2006,NBA,James Posey,poseyja01,29.0,MIA,SF,67,63.0,1914,3.0,7.4,0.403,2.2,5.5,0.403,0.8,2.0,0.4,0.551,0.9,1.1,0.787,0.6,5.4,6.0,1.7,1.0,0.4,1.1,3.7,9.1
2007,NBA,James Posey,poseyja01,30.0,MIA,SF,71,19.0,1919,3.5,8.1,0.431,1.8,4.9,0.375,1.7,3.2,0.514,0.543,1.5,1.8,0.827,1.2,5.5,6.7,1.8,1.3,0.4,1.0,3.6,10.3
2008,NBA,James Posey,poseyja01,31.0,BOS,PF,74,2.0,1821,3.4,8.2,0.418,2.1,5.5,0.38,1.3,2.7,0.496,0.546,1.8,2.3,0.809,0.6,5.8,6.4,2.3,1.4,0.4,1.3,3.6,10.8
2009,NBA,James Posey,poseyja01,32.0,NOH,SG,75,0.0,2140,3.6,8.8,0.412,2.0,5.3,0.369,1.7,3.5,0.476,0.523,2.0,2.5,0.822,0.6,5.5,6.1,1.4,1.0,0.4,1.3,3.6,11.2
2010,NBA,James Posey,poseyja01,33.0,NOH,SF,77,2.0,1731,2.6,7.2,0.365,1.7,5.0,0.335,0.9,2.1,0.437,0.483,1.4,1.7,0.825,0.7,6.2,6.8,2.4,0.9,0.4,1.1,4.2,8.3
2011,NBA,James Posey,poseyja01,34.0,IND,SF,49,0.0,839,3.5,10.3,0.336,2.9,9.1,0.316,0.6,1.2,0.483,0.475,0.5,0.6,0.733,0.4,5.9,6.3,1.5,1.0,0.3,1.0,4.4,10.3
2025,NBA,Quinten Post,postqu01,24.0,GSW,PF,42,14.0,686,6.5,14.4,0.449,3.8,9.4,0.408,2.6,5.0,0.526,0.582,1.1,1.4,0.778,1.8,5.9,7.8,2.9,0.8,0.9,1.7,4.4,17.8
2004,NBA,Vitaly Potapenko,potapvi01,28.0,SEA,C,65,39.0,1419,5.1,10.4,0.489,0.0,0.0,,5.1,10.4,0.489,0.489,1.5,2.3,0.641,2.6,4.8,7.3,1.3,0.6,0.7,2.0,4.1,11.6
2005,NBA,Vitaly Potapenko,potapvi01,29.0,SEA,C,33,1.0,335,4.8,9.3,0.517,0.0,0.1,0.0,4.8,9.2,0.523,0.517,2.9,3.3,0.871,3.2,5.2,8.4,1.0,0.8,0.3,1.3,5.7,12.6
2006,NBA,Vitaly Potapenko,potapvi01,30.0,2TM,C,33,12.0,353,3.8,7.2,0.521,0.0,0.0,,3.8,7.2,0.521,0.521,1.0,1.7,0.588,2.8,3.8,6.5,0.9,0.2,0.2,1.6,5.1,8.6
2007,NBA,Vitaly Potapenko,potapvi01,31.0,SAC,C,3,0.0,13,0.0,11.1,0.0,0.0,0.0,,0.0,11.1,0.0,0.0,0.0,0.0,,0.0,5.5,5.5,0.0,0.0,0.0,5.5,8.3,0.0
2022,NBA,Micah Potter,pottemi01,23.0,DET,C,3,0.0,31,5.8,12.8,0.455,0.0,2.3,0.0,5.8,10.5,0.556,0.455,2.3,2.3,1.0,4.6,5.8,10.5,0.0,1.2,1.2,1.2,4.6,13.9
2023,NBA,Micah Potter,pottemi01,24.0,UTA,PF,7,0.0,52,6.9,10.4,0.667,2.8,4.8,0.571,4.2,5.5,0.75,0.8,0.0,0.0,,2.1,9.0,11.1,2.8,0.7,0.0,1.4,3.5,16.6
